TCP,status,xml_path,txt_path,extracted_chars
A02226.1,ok,/Users/grace/Desktop/new meta/after seperation/A02226/A02226.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A02226.1.txt,120846
A02226.2,ok,/Users/grace/Desktop/new meta/after seperation/A02226/A02226.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A02226.2.txt,120007
A03241.1,ok,/Users/grace/Desktop/new meta/after seperation/A03241/A03241.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03241.1.txt,28909
A03241.2,ok,/Users/grace/Desktop/new meta/after seperation/A03241/A03241.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03241.2.txt,19726
A03241.3,ok,/Users/grace/Desktop/new meta/after seperation/A03241/A03241.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03241.3.txt,13390
A16564.1,ok,/Users/grace/Desktop/new meta/after seperation/A16564/A16564.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A16564.1.txt,130404
A16564.2,ok,/Users/grace/Desktop/new meta/after seperation/A16564/A16564.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A16564.2.txt,97759
A16564.3,ok,/Users/grace/Desktop/new meta/after seperation/A16564/A16564.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A16564.3.txt,153574
A16564.4,ok,/Users/grace/Desktop/new meta/after seperation/A16564/A16564.4.xml,/Users/grace/Desktop/new meta/<l><p>extract/A16564.4.txt,141206
A10411.1,ok,/Users/grace/Desktop/new meta/after seperation/A10411/A10411.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A10411.1.txt,103598
A10411.2,ok,/Users/grace/Desktop/new meta/after seperation/A10411/A10411.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A10411.2.txt,110563
A72473.1,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.1.txt,183932
A72473.2,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.2.txt,183932
A72473.3,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.3.txt,145313
A72473.4,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.4.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.4.txt,136430
A72473.5,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.5.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.5.txt,11449
A72473.6,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.6.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.6.txt,5077
A72473.7,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.7.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.7.txt,8978
A72473.8,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.8.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.8.txt,9719
A72473.9,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.9.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.9.txt,17375
A72473.10,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.10.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.10.txt,15380
A72473.11,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.11.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.11.txt,43746
A72473.12,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.12.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.12.txt,22419
A72473.13,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.13.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.13.txt,16870
A72473.14,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.14.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.14.txt,15348
A72473.15,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.15.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.15.txt,11180
A72473.16,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.16.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.16.txt,5128
A72473.17,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.17.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.17.txt,16389
A72473.18,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.18.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.18.txt,8119
A72473.19,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.19.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.19.txt,10821
A72473.20,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.20.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.20.txt,12693
A72473.21,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.21.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.21.txt,9617
A72473.22,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.22.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.22.txt,3018
A72473.23,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.23.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.23.txt,114242
A72473.24,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.24.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.24.txt,112958
A72473.25,ok,/Users/grace/Desktop/new meta/after seperation/A72473/A72473.25.xml,/Users/grace/Desktop/new meta/<l><p>extract/A72473.25.txt,53571
A17961.1,ok,/Users/grace/Desktop/new meta/after seperation/A17961/A17961.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A17961.1.txt,54191
A17961.2,ok,/Users/grace/Desktop/new meta/after seperation/A17961/A17961.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A17961.2.txt,54191
A13393.1,ok,/Users/grace/Desktop/new meta/after seperation/A13393.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A13393.1.txt,24572
